เพศ,ช่วงอายุ,สถานภาพ,กิจกรรมที่ใช้สมาร์ทโฟนมากที่สุด 3 อันดับ,ท่านใช้แอปพลิเคชันใดบ้างเป็นประจำ?,ท่านใช้สมาร์ทโฟนนานเท่าใดในหนึ่งวัน,สมาร์ทโฟนสำคัญในชีวิตประจำวันอย่างไร,ยี่ห้อสมาร์ทโฟนที่ใช้งานในปัจจุบัน,ปัจจัยที่พิจารณาเมื่อซื้อสมาร์ทโฟนออนไลน์มากที่สุด,ความพึงพอใจจากยี่ห้อสมาร์ทโฟนที่ใช้ในปัจจุบัน,ปัญหาในการซื้อสมาร์ทโฟนออนไลน์,รายได้ต่อเดือน,อาชีพ
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
หญิง,26-35 ปี,สมรส,"ช้อปปิ้งออนไลน์,โซเชียลมีเดีย,การเงิน",Facebook,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Realme,แบตเตอรี่,4,การคืนสินค้ายุ่งยาก,"20,001-30,000 บาท",แม่บ้าน
หญิง,36-45 ปี,สมรส,"ตรวจสอบการขนส่ง,แชทลูกค้า,อีเมล",Shopee,1 - 3 ชั่วโมง,จำเป็น,Oppo,ความเสถียร,3,ระบบค้างบ่อย,"15,001-20,000 บาท",พนักงานขนส่ง
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,ถ่ายรูป,ดูหนัง",TikTok,0-1 ชั่วโมง,จำเป็น,XIAOMI,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ดูหนัง,ถ่ายรูป,ฟังเพลง",Facebook,1-3 ชั่วโมง,จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001-20,000 บาท",พนักงานออฟฟิศ
ชาย,26-35 ปี,โสด,"เล่นเกม,สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ",YouTube,3-5 ชั่วโมง,จำเป็นมากที่สุด,Vivo,ฟีเจอร์,4,ไม่สามารถสัมผัสหรือลองสินค้าได้จริง,"20,001-30,000 บาท",พนักงานออฟฟิศ
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"โซเชียลมีเดีย,ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง",Instagram,มากกว่า 5 ชั่วโมง,จำเป็น,Vivo,ดีไซน์,5,ความกังวลเกี่ยวกับความปลอดภัยของการชำระเงิน,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ติดต่อสื่อสาร/ประชุมงาน,อีเมล,การเงิน",LINE,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Oppo,ราคา,3,การเปรียบเทียบราคายาก,"30,001-50,000 บาท",ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,สตรีมมิ่ง,โซเชียลมีเดีย",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,การจัดส่งล่าช้า,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง,ช้อปปิ้งออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,5,คุณภาพสินค้าไม่ตรงตามที่โฆษณา,"15,001-20,000 บาท",ฟรีแลนซ์
Lgbtq+,18-25 ปี,โสด,"สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ,แก้ไขวีดีโอ",CapCut,5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,กล้อง,4,การรับประกันไม่ครอบคลุม,"น้อยกว่า 15,000 บาท",นักสร้างคอนเทนต์
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
หญิง,26-35 ปี,สมรส,"ช้อปปิ้งออนไลน์,โซเชียลมีเดีย,การเงิน",Facebook,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Realme,แบตเตอรี่,4,การคืนสินค้ายุ่งยาก,"20,001-30,000 บาท",แม่บ้าน
หญิง,36-45 ปี,สมรส,"ตรวจสอบการขนส่ง,แชทลูกค้า,อีเมล",Shopee,1 - 3 ชั่วโมง,จำเป็น,Oppo,ความเสถียร,3,ระบบค้างบ่อย,"15,001-20,000 บาท",พนักงานขนส่ง
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,ถ่ายรูป,ดูหนัง",TikTok,0-1 ชั่วโมง,จำเป็น,XIAOMI,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ดูหนัง,ถ่ายรูป,ฟังเพลง",Facebook,1-3 ชั่วโมง,จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001-20,000 บาท",พนักงานออฟฟิศ
ชาย,26-35 ปี,โสด,"เล่นเกม,สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ",YouTube,3-5 ชั่วโมง,จำเป็นมากที่สุด,Vivo,ฟีเจอร์,4,ไม่สามารถสัมผัสหรือลองสินค้าได้จริง,"20,001-30,000 บาท",พนักงานออฟฟิศ
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"โซเชียลมีเดีย,ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง",Instagram,มากกว่า 5 ชั่วโมง,จำเป็น,Vivo,ดีไซน์,5,ความกังวลเกี่ยวกับความปลอดภัยของการชำระเงิน,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ติดต่อสื่อสาร/ประชุมงาน,อีเมล,การเงิน",LINE,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Oppo,ราคา,3,การเปรียบเทียบราคายาก,"30,001-50,000 บาท",ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,สตรีมมิ่ง,โซเชียลมีเดีย",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,การจัดส่งล่าช้า,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง,ช้อปปิ้งออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,5,คุณภาพสินค้าไม่ตรงตามที่โฆษณา,"15,001-20,000 บาท",ฟรีแลนซ์
Lgbtq+,18-25 ปี,โสด,"สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ,แก้ไขวีดีโอ",CapCut,5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,กล้อง,4,การรับประกันไม่ครอบคลุม,"น้อยกว่า 15,000 บาท",นักสร้างคอนเทนต์
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
หญิง,26-35 ปี,สมรส,"ช้อปปิ้งออนไลน์,โซเชียลมีเดีย,การเงิน",Facebook,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Realme,แบตเตอรี่,4,การคืนสินค้ายุ่งยาก,"20,001-30,000 บาท",แม่บ้าน
หญิง,36-45 ปี,สมรส,"ตรวจสอบการขนส่ง,แชทลูกค้า,อีเมล",Shopee,1 - 3 ชั่วโมง,จำเป็น,Oppo,ความเสถียร,3,ระบบค้างบ่อย,"15,001-20,000 บาท",พนักงานขนส่ง
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,ถ่ายรูป,ดูหนัง",TikTok,0-1 ชั่วโมง,จำเป็น,XIAOMI,ราคา,3,ไม่สามารถสัมผัสสินค้าก่อนซื้อได้,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ดูหนัง,ถ่ายรูป,ฟังเพลง",Facebook,1-3 ชั่วโมง,จำเป็น,XIAOMI,ฟีเจอร์สินค้า,2,ความไม่แน่นอนในการรับประกัน,"15,001-20,000 บาท",พนักงานออฟฟิศ
ชาย,26-35 ปี,โสด,"เล่นเกม,สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ",YouTube,3-5 ชั่วโมง,จำเป็นมากที่สุด,Vivo,ฟีเจอร์,4,ไม่สามารถสัมผัสหรือลองสินค้าได้จริง,"20,001-30,000 บาท",พนักงานออฟฟิศ
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"โซเชียลมีเดีย,ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง",Instagram,มากกว่า 5 ชั่วโมง,จำเป็น,Vivo,ดีไซน์,5,ความกังวลเกี่ยวกับความปลอดภัยของการชำระเงิน,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ติดต่อสื่อสาร/ประชุมงาน,อีเมล,การเงิน",LINE,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Oppo,ราคา,3,การเปรียบเทียบราคายาก,"30,001-50,000 บาท",ธุรกิจส่วนตัว
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกม,สตรีมมิ่ง,โซเชียลมีเดีย",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,การจัดส่งล่าช้า,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,26-35 ปี,โสด,"ถ่ายรูปถ่ายวีดีโอ,ดูหนัง/ฟังเพลง,ช้อปปิ้งออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,5,คุณภาพสินค้าไม่ตรงตามที่โฆษณา,"15,001-20,000 บาท",ฟรีแลนซ์
Lgbtq+,18-25 ปี,โสด,"สตรีมมิ่ง,ถ่ายรูปถ่ายวีดีโอ,แก้ไขวีดีโอ",CapCut,5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,กล้อง,4,การรับประกันไม่ครอบคลุม,"น้อยกว่า 15,000 บาท",นักสร้างคอนเทนต์
ชาย,46-55 ปี,สมรส,"อีเมล,ข่าวสาร,การเงิน",Gmail,0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความทนทาน,2,ไม่มีปัญหา,"50,001-100,000 บาท",ข้าราชการ
หญิง,26-35 ปี,สมรส,"ช้อปปิ้งออนไลน์,โซเชียลมีเดีย,การเงิน",Facebook,1-3 ชั่วโมง,ค่อนข้างสำคัญ,Realme,แบตเตอรี่,4,การคืนสินค้ายุ่งยาก,"20,001-30,000 บาท",แม่บ้าน
หญิง,36-45 ปี,สมรส,"ตรวจสอบการขนส่ง,แชทลูกค้า,อีเมล",Shopee,1 - 3 ชั่วโมง,จำเป็น,Oppo,ความเสถียร,3,ระบบค้างบ่อย,"15,001-20,000 บาท",พนักงานขนส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกมEsports,สตรีมเกม,แชทชุมชน",Discord,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,เครื่องร้อนบ่อย,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ช้อปปิ้งออนไลน์,ตรวจสอบการขนส่ง,แชทลูกค้า",LINE,1-3 ชั่วโมง,จำเป็น,Samsung,ความน่าเชื่อถือ,4,การคืนสินค้ายุ่งยาก,"30,001-50,000 บาท",แม่บ้าน
Lgbtq+,18-25 ปี,โสด,"ถ่ายภาพศิลปะ,ตัดต่อวีดีโอ,อัปโหลดสตอรี่,VSCO",5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,คุณภาพเซ็นเซอร์,5,ไม่มี,"20,001-30,000 บาท",ศิลปิน
ชาย,46-55 ปี,สมรส,"อ่านข่าว,ตรวจหุ้น,การเงิน,ตลาดหลักทรัพย์",0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความเรียบง่าย,3,ระบบล้าสมัย,"100,001-150,000 บาท",นักลงทุน
หญิง,56 ปีขึ้นไป,สมรส,"พูดคุยครอบครัว,อ่านหนังสืออิเล็กทรอนิกส์,ฟังวิทยุ",Facebook,0-1 ชั่วโมง,ไม่สำคัญ,Other,ราคา,2,ไม่มี,"น้อยกว่า 15,000 บาท",เกษียณ
ชาย,26-35 ปี,โสด,"ถ่ายภาพสินค้า,ตัดต่อรีวิว,ตลาดออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,4,กล้องไม่คมชัด,"25,001-35,000 บาท",ผู้ขายออนไลน์
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"ติ๊กต็อก,ไลฟ์สตรีม,ค้นหาข้อมูล",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,แบรนด์,5,พื้นที่เก็บข้อมูลไม่พอ,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
ชาย,36-45 ปี,สมรส,"นำทางGPS,ตรวจสอบสภาพรถ,ฟังพอดแคสต์",Google Maps,1-3 ชั่วโมง,จำเป็น,Samsung,ความทนทาน,4,หน้าจอมีจุดตาย,"50,001-100,000 บาท",พนักงานขับส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกมEsports,สตรีมเกม,แชทชุมชน",Discord,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,เครื่องร้อนบ่อย,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ช้อปปิ้งออนไลน์,ตรวจสอบการขนส่ง,แชทลูกค้า",LINE,1-3 ชั่วโมง,จำเป็น,Samsung,ความน่าเชื่อถือ,4,การคืนสินค้ายุ่งยาก,"30,001-50,000 บาท",แม่บ้าน
Lgbtq+,18-25 ปี,โสด,"ถ่ายภาพศิลปะ,ตัดต่อวีดีโอ,อัปโหลดสตอรี่,VSCO",5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,คุณภาพเซ็นเซอร์,5,ไม่มี,"20,001-30,000 บาท",ศิลปิน
ชาย,46-55 ปี,สมรส,"อ่านข่าว,ตรวจหุ้น,การเงิน,ตลาดหลักทรัพย์",0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความเรียบง่าย,3,ระบบล้าสมัย,"100,001-150,000 บาท",นักลงทุน
หญิง,56 ปีขึ้นไป,สมรส,"พูดคุยครอบครัว,อ่านหนังสืออิเล็กทรอนิกส์,ฟังวิทยุ",Facebook,0-1 ชั่วโมง,ไม่สำคัญ,Other,ราคา,2,ไม่มี,"น้อยกว่า 15,000 บาท",เกษียณ
ชาย,26-35 ปี,โสด,"ถ่ายภาพสินค้า,ตัดต่อรีวิว,ตลาดออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,4,กล้องไม่คมชัด,"25,001-35,000 บาท",ผู้ขายออนไลน์
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"ติ๊กต็อก,ไลฟ์สตรีม,ค้นหาข้อมูล",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,แบรนด์,5,พื้นที่เก็บข้อมูลไม่พอ,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
ชาย,36-45 ปี,สมรส,"นำทางGPS,ตรวจสอบสภาพรถ,ฟังพอดแคสต์",Google Maps,1-3 ชั่วโมง,จำเป็น,Samsung,ความทนทาน,4,หน้าจอมีจุดตาย,"50,001-100,000 บาท",พนักงานขับส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกมEsports,สตรีมเกม,แชทชุมชน",Discord,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,เครื่องร้อนบ่อย,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ช้อปปิ้งออนไลน์,ตรวจสอบการขนส่ง,แชทลูกค้า",LINE,1-3 ชั่วโมง,จำเป็น,Samsung,ความน่าเชื่อถือ,4,การคืนสินค้ายุ่งยาก,"30,001-50,000 บาท",แม่บ้าน
Lgbtq+,18-25 ปี,โสด,"ถ่ายภาพศิลปะ,ตัดต่อวีดีโอ,อัปโหลดสตอรี่,VSCO",5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,คุณภาพเซ็นเซอร์,5,ไม่มี,"20,001-30,000 บาท",ศิลปิน
ชาย,46-55 ปี,สมรส,"อ่านข่าว,ตรวจหุ้น,การเงิน,ตลาดหลักทรัพย์",0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความเรียบง่าย,3,ระบบล้าสมัย,"100,001-150,000 บาท",นักลงทุน
หญิง,56 ปีขึ้นไป,สมรส,"พูดคุยครอบครัว,อ่านหนังสืออิเล็กทรอนิกส์,ฟังวิทยุ",Facebook,0-1 ชั่วโมง,ไม่สำคัญ,Other,ราคา,2,ไม่มี,"น้อยกว่า 15,000 บาท",เกษียณ
ชาย,26-35 ปี,โสด,"ถ่ายภาพสินค้า,ตัดต่อรีวิว,ตลาดออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,4,กล้องไม่คมชัด,"25,001-35,000 บาท",ผู้ขายออนไลน์
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"ติ๊กต็อก,ไลฟ์สตรีม,ค้นหาข้อมูล",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,แบรนด์,5,พื้นที่เก็บข้อมูลไม่พอ,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
ชาย,36-45 ปี,สมรส,"นำทางGPS,ตรวจสอบสภาพรถ,ฟังพอดแคสต์",Google Maps,1-3 ชั่วโมง,จำเป็น,Samsung,ความทนทาน,4,หน้าจอมีจุดตาย,"50,001-100,000 บาท",พนักงานขับส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกมEsports,สตรีมเกม,แชทชุมชน",Discord,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,เครื่องร้อนบ่อย,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ช้อปปิ้งออนไลน์,ตรวจสอบการขนส่ง,แชทลูกค้า",LINE,1-3 ชั่วโมง,จำเป็น,Samsung,ความน่าเชื่อถือ,4,การคืนสินค้ายุ่งยาก,"30,001-50,000 บาท",แม่บ้าน
Lgbtq+,18-25 ปี,โสด,"ถ่ายภาพศิลปะ,ตัดต่อวีดีโอ,อัปโหลดสตอรี่,VSCO",5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,คุณภาพเซ็นเซอร์,5,ไม่มี,"20,001-30,000 บาท",ศิลปิน
ชาย,46-55 ปี,สมรส,"อ่านข่าว,ตรวจหุ้น,การเงิน,ตลาดหลักทรัพย์",0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความเรียบง่าย,3,ระบบล้าสมัย,"100,001-150,000 บาท",นักลงทุน
หญิง,56 ปีขึ้นไป,สมรส,"พูดคุยครอบครัว,อ่านหนังสืออิเล็กทรอนิกส์,ฟังวิทยุ",Facebook,0-1 ชั่วโมง,ไม่สำคัญ,Other,ราคา,2,ไม่มี,"น้อยกว่า 15,000 บาท",เกษียณ
ชาย,26-35 ปี,โสด,"ถ่ายภาพสินค้า,ตัดต่อรีวิว,ตลาดออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,4,กล้องไม่คมชัด,"25,001-35,000 บาท",ผู้ขายออนไลน์
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"ติ๊กต็อก,ไลฟ์สตรีม,ค้นหาข้อมูล",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,แบรนด์,5,พื้นที่เก็บข้อมูลไม่พอ,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
ชาย,36-45 ปี,สมรส,"นำทางGPS,ตรวจสอบสภาพรถ,ฟังพอดแคสต์",Google Maps,1-3 ชั่วโมง,จำเป็น,Samsung,ความทนทาน,4,หน้าจอมีจุดตาย,"50,001-100,000 บาท",พนักงานขับส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกมEsports,สตรีมเกม,แชทชุมชน",Discord,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,เครื่องร้อนบ่อย,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ช้อปปิ้งออนไลน์,ตรวจสอบการขนส่ง,แชทลูกค้า",LINE,1-3 ชั่วโมง,จำเป็น,Samsung,ความน่าเชื่อถือ,4,การคืนสินค้ายุ่งยาก,"30,001-50,000 บาท",แม่บ้าน
Lgbtq+,18-25 ปี,โสด,"ถ่ายภาพศิลปะ,ตัดต่อวีดีโอ,อัปโหลดสตอรี่,VSCO",5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,คุณภาพเซ็นเซอร์,5,ไม่มี,"20,001-30,000 บาท",ศิลปิน
ชาย,46-55 ปี,สมรส,"อ่านข่าว,ตรวจหุ้น,การเงิน,ตลาดหลักทรัพย์",0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความเรียบง่าย,3,ระบบล้าสมัย,"100,001-150,000 บาท",นักลงทุน
หญิง,56 ปีขึ้นไป,สมรส,"พูดคุยครอบครัว,อ่านหนังสืออิเล็กทรอนิกส์,ฟังวิทยุ",Facebook,0-1 ชั่วโมง,ไม่สำคัญ,Other,ราคา,2,ไม่มี,"น้อยกว่า 15,000 บาท",เกษียณ
ชาย,26-35 ปี,โสด,"ถ่ายภาพสินค้า,ตัดต่อรีวิว,ตลาดออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,4,กล้องไม่คมชัด,"25,001-35,000 บาท",ผู้ขายออนไลน์
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"ติ๊กต็อก,ไลฟ์สตรีม,ค้นหาข้อมูล",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,แบรนด์,5,พื้นที่เก็บข้อมูลไม่พอ,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
ชาย,36-45 ปี,สมรส,"นำทางGPS,ตรวจสอบสภาพรถ,ฟังพอดแคสต์",Google Maps,1-3 ชั่วโมง,จำเป็น,Samsung,ความทนทาน,4,หน้าจอมีจุดตาย,"50,001-100,000 บาท",พนักงานขับส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
ชาย,18-25 ปี,นักเรียน/นักศึกษา,"เล่นเกมEsports,สตรีมเกม,แชทชุมชน",Discord,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Realme,ประสิทธิภาพ,4,เครื่องร้อนบ่อย,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
หญิง,36-45 ปี,สมรส,"ช้อปปิ้งออนไลน์,ตรวจสอบการขนส่ง,แชทลูกค้า",LINE,1-3 ชั่วโมง,จำเป็น,Samsung,ความน่าเชื่อถือ,4,การคืนสินค้ายุ่งยาก,"30,001-50,000 บาท",แม่บ้าน
Lgbtq+,18-25 ปี,โสด,"ถ่ายภาพศิลปะ,ตัดต่อวีดีโอ,อัปโหลดสตอรี่,VSCO",5-6 ชั่วโมง,จำเป็นมากที่สุด,Vivo,คุณภาพเซ็นเซอร์,5,ไม่มี,"20,001-30,000 บาท",ศิลปิน
ชาย,46-55 ปี,สมรส,"อ่านข่าว,ตรวจหุ้น,การเงิน,ตลาดหลักทรัพย์",0-1 ชั่วโมง,ไม่สำคัญ,Oppo,ความเรียบง่าย,3,ระบบล้าสมัย,"100,001-150,000 บาท",นักลงทุน
หญิง,56 ปีขึ้นไป,สมรส,"พูดคุยครอบครัว,อ่านหนังสืออิเล็กทรอนิกส์,ฟังวิทยุ",Facebook,0-1 ชั่วโมง,ไม่สำคัญ,Other,ราคา,2,ไม่มี,"น้อยกว่า 15,000 บาท",เกษียณ
ชาย,26-35 ปี,โสด,"ถ่ายภาพสินค้า,ตัดต่อรีวิว,ตลาดออนไลน์",Shopee,3-5 ชั่วโมง,จำเป็น,XIAOMI,ความคุ้มค่า,4,กล้องไม่คมชัด,"25,001-35,000 บาท",ผู้ขายออนไลน์
หญิง,18-25 ปี,นักเรียน/นักศึกษา,"ติ๊กต็อก,ไลฟ์สตรีม,ค้นหาข้อมูล",TikTok,มากกว่า 5 ชั่วโมง,จำเป็นมากที่สุด,Apple,แบรนด์,5,พื้นที่เก็บข้อมูลไม่พอ,"น้อยกว่า 15,000 บาท",นักเรียน/นักศึกษา
ชาย,36-45 ปี,สมรส,"นำทางGPS,ตรวจสอบสภาพรถ,ฟังพอดแคสต์",Google Maps,1-3 ชั่วโมง,จำเป็น,Samsung,ความทนทาน,4,หน้าจอมีจุดตาย,"50,001-100,000 บาท",พนักงานขับส่ง
หญิง,26-35 ปี,โสด,"ประชุมออนไลน์,จัดการตารางงาน,อีเมล",Microsoft Teams,3-5 ชั่วโมง,จำเป็นมากที่สุด,Apple,ระบบนิเวศอุปกรณ์,5,ราคาสูง,"50,001-100,000 บาท",ผู้จัดการ
